id,date,lat,lng,tornado,monthtodatesnowfalli,thunder,meantempi,snow,meanvism,meanwdire,minhumidity,maxvism,since1jancoolingdegreedays,coolingdegreedays,maxdewptm,monthtodatecoolingdegreedays,since1sepheatingdegreedays,precipi,heatingdegreedays,meanpressurem,since1julsnowfallm,monthtodatesnowfallm,precipsource,rain,minwspdm,since1sepcoolingdegreedaysnormal,meanwindspdi,monthtodateheatingdegreedaysnormal,snowfallm,fog,humidity,minwspdi,meanpressurei,gdegreedays,since1julheatingdegreedays,mindewptm,maxwspdi,minpressurem,coolingdegreedaysnormal,maxtempm,minvisi,meanwindspdm,mintempi,maxpressurem,since1sepheatingdegreedaysnormal,hail,meandewptm,maxwspdm,precipm,meantempm,since1julheatingdegreedaysnormal,snowfalli,monthtodateheatingdegreedays,monthtodatecoolingdegreedaysnormal,since1sepcoolingdegreedays,maxpressurei,minvism,minpressurei,maxvisi,heatingdegreedaysnormal,since1jancoolingdegreedaysnormal,snowdepthm,meanwdird,meandewpti,meanvisi,maxhumidity,snowdepthi,mintempm,since1julsnowfalli,maxtempi,maxdewpti,mindewpti

5,20100328,46.703737,-64.104108,0,,0,22,0,,South,29,,,0,-5,,,0.00,43,1031.57,,,3Or6HourObs,0,2,,8,,,0,57,1,30.47,0,,-16,20,1029,,0,,13,13,1034,,0,-11,32,0.0,-5,,,,,,30.54,,30.39,,,,,175,13,,78,,-10,,31,23,2

6,20050910,46.328384875254,-62.687812992743,0,,0,57,0,,NW,46,,,0,13,,,0.00,8,1013.70,,,Precip24Synop,0,4,,8,,,0,77,2,29.94,7,,7,20,1012,,18,,12,50,1016,,0,10,32,0.0,14,,,,,,30.01,,29.90,,,,,326,50,,94,,10,,64,55,45

7,20110830,46.199156269264,-63.156859874725,0,,0,65,0,24.1,SW,48,24.1,,0,14,,,0.00,0,1016.80,,,3Or6HourObs,0,0,,5,,,0,74,0,30.03,15,,12,12,1014,,23,15.0,8,57,1018,,0,13,18,0.0,18,,,,,,30.08,24.1,29.95,15.0,,,,226,56,15.0,94,,14,,73,57,54

8,20130622,46.415934140351,-63.079279899597,0,,0,66,0,,WSW,35,,,0,13,,,0.00,0,,,,3Or6HourObs,0,6,,5,,,0,61,4,,16,,7,9,,,24,,8,55,,,0,11,15,0.0,18,,,,,,,,,,,,,251,51,,88,,12,,76,55,45

9,20160601,46.37113,-63.12072,0,,0,44,0,,NNE,62,,,0,11,,,0.01,21,1020.60,,,Precip6GroupSynop,0,2,,10,,,0,78,1,30.14,0,,2,18,1010,,9,,16,38,1028,,0,5,30,0.2,6,,,,,,30.35,,29.84,,,,,18,41,,90,,3,,49,51,35

10,20100405,46.703737,-64.104108,0,,0,46,0,,SW,33,,,0,2,,,0.00,18,1013.60,,,3Or6HourObs,0,13,,12,,,0,61,8,29.94,0,,-1,20,1010,,12,,19,39,1017,,0,0,32,0.0,8,,,,,,30.02,,29.84,,,,,236,33,,86,,4,,54,36,30

11,20140703,45.99621,-62.51826,0,,0,76,0,,SSW,51,,,11,21,,,0.00,0,1015.68,,,3Or6HourObs,0,11,,8,,,0,75,7,30.00,26,,18,16,1014,,28,,13,69,1016,,0,20,26,0.0,24,,,,,,30.02,,29.95,,,,,209,67,,89,,20,,83,69,64

12,20180526,46.22522,-63.21532,0,,0,45,0,24.1,NNE,75,24.1,,0,10,,,0.00,20,1008.21,,,3Or6HourObs,0,6,,7,,,0,87,4,29.78,0,,2,17,1002,,10,15.0,12,37,1019,,0,6,28,0.0,7,,,,,,30.09,24.1,29.59,15.0,,,,26,43,15.0,94,,3,,51,50,36

13,20050819,50.570539484736,-97.924439140460,0,,0,60,0,,Variable,62,,,0,14,,,0.00,6,1009.00,,,Precip24Synop,0,11,,10,,,0,77,7,29.79,10,,12,25,1008,,20,,16,57,1010,,0,13,41,0.0,15,,,,,,29.81,,29.76,,,,,-1,56,,91,,13,,68,58,54

14,20030827,46.044029885472,-64.806273502699,0,,0,66,0,22.8,SSW,60,24.1,,1,17,,,0.00,0,1004.37,,,3Or6HourObs,1,6,,8,,,0,82,4,29.66,16,,11,18,1001,,25,10.0,12,55,1008,,0,14,30,0.0,19,,,,,,29.77,16.1,29.56,15.0,,,,195,57,14.2,100,,13,,77,63,52

15,20020627,47.307365137956,-68.13970319585,0,,1,71,0,8,,60,16,,6,19,,,0.52,0,1000,,,,1,0,,8,,0.00,1,,0,29.53,21,,17,20,996,,26,0,13,64,1005,,0,18,32,13.21,22,,0.00,,,,29.68,0,29.43,10,,,,205,65,5,100,,18,,79,67,62

16,20040829,46.040778839114,-64.812526603364,0,,0,67,0,24.1,NNE,40,24.1,,2,19,,,0.01,0,1016.33,,,Precip6GroupSynop,1,0,,7,,,0,67,0,30.02,17,,10,14,1010,,23,15.0,11,61,1019,,0,13,22,0.3,20,,,,,,30.10,24.1,29.83,15.0,,,,28,56,15.0,88,,16,,73,66,50

17,19980501,45.6139,-65.0215,0,,0,59,0,24.1,SW,19,24.1,,0,7,,,0.00,6,1010.07,,,3Or6HourObs,0,0,,6,,,0,51,0,29.83,9,,0,17,1008,,25,15.0,10,41,1011,,0,4,28,0.0,15,,,,,,29.86,24.1,29.78,15.0,,,,222,39,15.0,93,,5,,77,45,32

18,20090516,45.848022110577,-66.49141683946,0,,0,56,0,14.4,ESE,25,14.5,,0,11,,,0.02,8,1022.22,,,Precip6GroupSynop,1,4,,6,,,0,53,2,30.19,6,,-1,10,1018,,21,9.0,10,44,1027,,0,4,17,0.5,14,,,,,,30.32,14.5,30.05,9.0,,,,103,40,9.0,88,,6,,69,52,30

19,20150808,46.01472,-66.63014,0,,0,67,0,,Variable,40,,,2,15,,,0.00,0,1016.75,,,Precip24Synop,0,4,,4,,,0,70,2,30.02,17,,13,10,1015,,25,,6,56,1019,,0,14,17,0.0,19,,,,,,30.09,,29.97,,,,,-1,57,,94,,13,,78,59,55

20,20160803,45.95058,-66.6115,0,,0,68,0,,Variable,38,,,2,17,,,0.00,0,1020.38,,,Precip24Synop,0,2,,3,,,0,72,1,30.14,18,,14,9,1018,,28,,5,54,1022,,0,15,15,0.0,20,,,,,,30.18,,30.08,,,,,-1,59,,98,,12,,83,63,56

21,20160810,45.95058,-66.6115,0,,0,66,0,,Variable,42,,,0,18,,,0.00,0,1020.00,,,Precip24Synop,0,2,,3,,,0,67,1,30.12,16,,10,13,1017,,28,,6,49,1022,,0,14,20,0.0,18,,,,,,30.18,,30.02,,,,,-1,57,,95,,9,,82,64,50

22,20160818,45.95058,-66.6115,0,,0,66,0,,Variable,51,,,1,18,,,0.00,0,1010.50,,,Precip24Synop,0,0,,2,,,0,79,0,29.85,16,,12,13,1008,,26,,3,54,1012,,0,16,20,0.0,18,,,,,,29.90,,29.78,,,,,-1,60,,96,,12,,79,65,54

23,20160819,45.61527,-65.02473,0,,0,66,0,,Variable,50,,,0,15,,,0.00,0,,,,Precip24Synop,0,2,,1,,,0,73,1,,16,,13,4,,,22,,2,58,,,0,14,6,0.0,18,,,,,,,,,,,,,-1,57,,96,,14,,73,59,55

24,20160824,45.95058,-66.6115,0,,0,69,0,,Variable,44,,,4,18,,,0.00,0,1019.00,,,Precip24Synop,0,4,,5,,,0,62,2,30.10,19,,12,10,1018,,28,,8,57,1020,,0,15,17,0.0,20,,,,,,30.13,,30.06,,,,,-1,59,,83,,14,,82,65,54

25,20160824,45.95058,-66.6115,0,,0,69,0,,Variable,44,,,4,18,,,0.00,0,1019.00,,,Precip24Synop,0,4,,5,,,0,62,2,30.10,19,,12,10,1018,,28,,8,57,1020,,0,15,17,0.0,20,,,,,,30.13,,30.06,,,,,-1,59,,83,,14,,82,65,54

26,20160901,45.95058,-66.6115,0,,0,68,0,,Variable,64,,,2,18,,,0.00,0,1008.88,,,Precip24Synop,0,4,,3,,,0,81,2,29.79,18,,16,7,1008,,24,,5,60,1011,,0,17,11,0.0,20,,,,,,29.85,,29.75,,,,,-1,63,,92,,16,,76,65,61

27,20161017,46.56532,-66.46192,0,,0,16,0,,Variable,70,,,0,-10,,,0.00,49,997.25,,,Precip24Synop,0,6,,5,,,0,83,4,29.45,0,,-11,9,997,,-6,,7,14,998,,0,-10,15,0.0,-9,,,,,,29.48,,29.44,,,,,-1,13,,89,,-10,,19,14,12

28,20161001,45.95102,-66.60994,0,,0,52,0,,Variable,38,,,0,12,,,0.00,13,1029.00,,,Precip24Synop,0,2,,2,,,0,79,1,30.39,2,,6,4,1026,,17,,2,41,1031,,0,8,6,0.0,11,,,,,,30.46,,30.29,,,,,-1,46,,96,,5,,64,54,42

29,20020601,45.897785409617995,-65.155287355741,0,,1,66,0,22.7,SW,41,24.1,,1,16,,,0.00,0,992.32,,,3Or6HourObs,1,6,,16,,,0,70,4,29.31,16,,9,34,990,,24,6.0,25,57,996,,0,12,56,0.0,19,,,,,,29.42,9.7,29.23,15.0,,,,222,54,14.1,88,,14,,75,61,48

30,20020614,46.188888888889,-66.641666666667,0,,0,56,0,24.1,NNW,25,24.1,,0,7,,,0.00,9,1012.73,,,3Or6HourObs,0,0,,4,,,0,51,0,29.91,6,,0,13,1012,,22,15.0,6,41,1014,,0,4,20,0.0,14,,,,,,29.95,24.1,29.88,15.0,,,,346,39,15.0,87,,5,,71,45,32

31,20020620,46.188888888889,-66.641666666667,0,,0,64,0,21.8,SSW,28,24.1,,0,14,,,0.00,1,1030.35,,,3Or6HourObs,0,0,,4,,,0,60,0,30.43,14,,6,14,1028,,28,3.0,7,46,1033,,0,9,22,0.0,18,,,,,,30.50,4.8,30.36,15.0,,,,212,48,13.6,93,,8,,82,57,43

32,20020626,46.188888888889,-66.641666666667,0,,1,67,0,23.3,SW,30,24.1,,2,17,,,0.00,0,1011.13,,,3Or6HourObs,1,0,,5,,,0,60,0,29.86,17,,7,13,1008,,29,8.0,8,50,1014,,0,11,20,0.0,20,,,,,,29.94,12.9,29.76,15.0,,,,215,52,14.5,87,,10,,84,63,45

33,20020627,46.188888888889,-66.641666666667,0,,1,74,0,14.0,SW,45,24.1,,9,20,,,0.00,0,1001.52,,,3Or6HourObs,1,4,,8,,,0,75,2,29.58,24,,15,17,998,,30,2.0,14,62,1008,,0,17,28,0.0,24,,,,,,29.78,3.2,29.47,15.0,,,,214,63,8.7,94,,17,,86,68,59

34,20020630,46.188888888889,-66.641666666667

35,20030607,45.897785409617995,-65.155287355741,0,,0,56,0,23.7,SSW,41,24.1,,0,13,,,0.00,8,1014.56,,,3Or6HourObs,0,0,,5,,,0,70,0,29.96,6,,6,16,1012,,22,12.0,7,42,1017,,0,9,26,0.0,14,,,,,,30.02,19.3,29.88,15.0,,,,208,48,14.7,100,,6,,71,55,43

36,20040628,45.897785409617995,-65.155287355741,0,,0,60,0,24.1,SW,34,24.1,,0,10,,,0.00,6,1012.21,,,Precip6GroupSynop,0,9,,10,,,0,63,6,29.90,10,,5,20,1009,,21,15.0,16,49,1014,,0,8,32,0.0,15,,,,,,29.96,24.1,29.79,15.0,,,,233,47,15.0,88,,9,,70,50,41

37,20060601,46.369690663219004,-64.763273207102,0,,0,68,0,,Variable,45,,,3,17,,,0.00,0,,,,Precip24Synop,0,4,,7,,,0,75,2,,18,,13,15,,,26,,11,57,,,0,15,24,0.0,20,,,,,,,,,,,,,-1,59,,88,,14,,79,63,55

38,20100709,45.691073,-65.760384,0,,0,66,0,4.1,SSW,78,19.3,,1,19,,,T,0,1017.29,,,Precip24Synop,0,11,,10,,,1,90,7,30.04,16,,15,17,1015,,23,0.0,16,59,1020,,0,17,28,T,19,,,,,,30.11,0.4,29.97,12.0,,,,208,62,2.5,100,,15,,73,66,59

39,20100918,46.137456122195,-66.538052558899,0,,0,56,0,,Variable,37,,,0,9,,,0.00,10,1021.75,,,Precip24Synop,0,6,,3,,,0,73,4,30.17,6,,7,7,1020,,20,,5,43,1024,,0,8,11,0.0,13,,,,,,30.23,,30.13,,,,,-1,46,,95,,6,,69,47,44

40,20110419,45.897785409617995,-65.155287355741,0,,0,40,0,,Variable,26,,,0,-1,,,0.00,26,1016.50,,,Precip24Synop,0,9,,6,,,0,54,6,30.02,0,,-9,14,1015,,9,,10,31,1019,,0,-4,22,0.0,4,,,,,,30.10,,29.98,,,,,-1,25,,82,,0,,48,29,17

41,20120705,45.672479980259,-66.11944580078101,0,,0,66,0,15.6,NNE,81,24.1,,0,19,,,0.08,0,1007.12,,,Precip6GroupSynop,1,0,,4,,,0,93,0,29.74,16,,16,12,1006,,21,1.5,6,61,1009,,0,17,18,2.0,18,,,,,,29.81,2.4,29.70,15.0,,,,13,63,9.7,100,,16,,70,66,60

42,20140627,45.672479980259,-66.11944580078101,0,,0,60,0,24.1,ENE,31,24.1,,0,13,,,0.00,4,1017.77,,,3Or6HourObs,0,0,,4,,,0,66,0,30.06,10,,5,10,1015,,26,15.0,6,42,1020,,0,10,17,0.0,16,,,,,,30.14,24.1,29.97,15.0,,,,71,50,15.0,93,,5,,79,55,41

43,20150707,45.672479980259,-66.11944580078101,0,,0,68,0,21.8,SSW,43,24.1,,3,17,,,0.00,0,1017.98,,,3Or6HourObs,0,0,,6,,,0,69,0,30.06,18,,13,17,1016,,27,9.0,10,55,1020,,0,15,28,0.0,20,,,,,,30.13,14.0,29.99,15.0,,,,201,60,13.6,100,,13,,81,63,55

44,20160617,45.95058,-66.6115,0,,0,58,0,,Variable,14,,,0,9,,,0.00,8,1012.50,,,Precip24Synop,0,0,,4,,,0,49,0,29.90,8,,1,10,1011,,23,,7,42,1016,,0,4,17,0.0,14,,,,,,30.00,,29.86,,,,,-1,40,,93,,5,,74,48,33

45,20160620,45.95058,-66.6115,0,,0,66,0,,Variable,37,,,1,16,,,0.00,0,1017.88,,,Precip24Synop,0,6,,8,,,0,46,4,30.06,16,,7,21,1012,,26,,13,53,1021,,0,10,33,0.0,19,,,,,,30.16,,29.90,,,,,-1,50,,58,,12,,79,60,44

46,20160628,45.95058,-66.6115,0,,0,66,0,,Variable,43,,,2,19,,,0.00,0,1015.12,,,Precip24Synop,0,9,,7,,,0,72,6,29.98,16,,7,17,1015,,24,,12,58,1016,,0,15,28,0.0,19,,,,,,29.99,,29.96,,,,,-1,58,,93,,14,,76,66,45

47,20160706,45.95058,-66.6115,0,,0,65,0,,Variable,62,,,0,16,,,0.00,0,1010.00,,,Precip24Synop,0,2,,3,,,0,79,1,29.83,15,,12,10,1006,,20,,5,61,1014,,0,15,17,0.0,18,,,,,,29.95,,29.72,,,,,-1,59,,92,,16,,69,61,53

48,20160712,45.95058,-66.6115,0,,0,70,0,,Variable,18,,,5,15,,,0.00,0,1013.12,,,Precip24Synop,0,4,,5,,,0,50,2,29.92,20,,8,14,1012,,29,,8,56,1014,,0,12,22,0.0,21,,,,,,29.95,,29.88,,,,,-1,53,,84,,13,,85,59,47

49,20160714,45.95058,-66.6115,0,,0,72,0,,Variable,53,,,7,20,,,0.00,0,1011.00,,,Precip24Synop,0,7,,8,,,0,72,5,29.86,22,,15,20,1008,,28,,13,61,1013,,0,18,32,0.0,22,,,,,,29.93,,29.76,,,,,-1,64,,92,,16,,83,68,59

50,20160715,45.95058,-66.6115,0,,0,75,0,,Variable,39,,,10,21,,,0.00,0,1006.12,,,Precip24Synop,0,6,,8,,,0,65,4,29.71,25,,17,14,1005,,29,,12,66,1007,,0,18,22,0.0,24,,,,,,29.75,,29.69,,,,,-1,65,,92,,19,,85,69,62

51,20160720,45.95058,-66.6115,0,,0,64,0,,Variable,26,,,0,11,,,0.00,2,1013.88,,,Precip24Synop,0,6,,7,,,0,50,4,29.94,14,,9,14,1013,,25,,10,51,1015,,0,10,22,0.0,18,,,,,,29.96,,29.91,,,,,-1,50,,70,,11,,77,53,47

52,20160722,45.95058,-66.6115,0,,0,74,0,,Variable,40,,,8,20,,,0.00,0,1005.87,,,Precip24Synop,0,6,,6,,,0,62,4,29.71,24,,14,14,1001,,30,,10,61,1012,,0,16,22,0.0,23,,,,,,29.88,,29.56,,,,,-1,62,,83,,16,,87,68,57

53,20160727,45.95058,-66.6115,0,,0,74,0,,Variable,34,,,9,19,,,0.00,0,1010.00,,,Precip24Synop,0,4,,3,,,0,69,2,29.83,24,,16,7,1009,,29,,4,63,1011,,0,18,11,0.0,23,,,,,,29.86,,29.79,,,,,-1,64,,95,,17,,85,67,61

54,20160821,45.93387,-67.75574,0,,0,68,0,16,,54,16,182,3,18,43,,0.00,0,1014,,,,0,8,,8,51,0.00,0,,5,29.94,18,79,13,16,1011,2,26,10,13,57,1016,,0,16,26,0.00,20,111,0.00,36,44,,30.00,16,29.85,10,3,164,,180,60,10,100,,14,,79,64,56

55,20170529,45.95102,-66.60994,0,,0,52,0,,Variable,63,,,0,8,,,2.76,14,1020.57,,,Precip6GroupSynop,0,4,,4,,,0,72,2,30.14,2,,6,7,1018,,13,,6,47,1022,,0,7,11,70.0,10,,,,,,30.18,,30.08,,,,,-1,46,,80,,8,,56,47,43

56,20170605,45.95102,-66.60994,0,,0,52,0,,Variable,52,,,0,9,,,3.94,13,1017.57,,,Precip6GroupSynop,0,2,,4,,,0,67,1,30.05,2,,6,10,1015,,14,,7,47,1019,,0,7,17,100.0,11,,,,,,30.09,,29.96,,,,,-1,44,,89,,8,,58,48,42

57,20170619,45.95102,-66.60994,0,,0,70,0,,Variable,66,,,4,20,,,0.00,0,1009.12,,,Precip24Synop,0,7,,7,,,0,84,5,29.80,20,,16,15,1008,,27,,12,61,1010,,0,18,24,0.0,20,,,,,,29.83,,29.78,,,,,-1,64,,94,,16,,80,69,61

58,20170711,45.95102,-66.60994,0,,0,71,0,,Variable,42,,,6,18,,,0.00,0,1012.12,,,Precip24Synop,0,7,,7,,,0,66,5,29.89,21,,14,16,1010,,27,,11,61,1014,,0,16,26,0.0,22,,,,,,29.95,,29.81,,,,,-1,61,,81,,16,,82,64,58

59,20170714,45.95058,-66.6115,0,,0,63,0,,Variable,19,,,0,13,,,0.00,2,1019.00,,,Precip24Synop,0,4,,3,,,0,61,2,30.10,13,,6,6,1017,,26,,5,47,1021,,0,10,9,0.0,17,,,,,,30.16,,30.03,,,,,-1,50,,96,,8,,80,56,44

60,20170711,45.672479980259,-66.11944580078101,0,,0,72,0,23.7,SSW,48,24.1,,7,17,,,0.00,0,1012.35,,,3Or6HourObs,1,6,,8,,,0,70,4,29.90,22,,13,17,1010,,28,12.0,13,62,1014,,0,15,28,0.0,22,,,,,,29.96,19.3,29.82,15.0,,,,195,59,14.8,88,,17,,82,63,55

61,20160626,45.672479980259,-66.11944580078101,0,,0,68,0,21.6,SSW,25,24.1,,2,14,,,0.00,0,1021.28,,,3Or6HourObs,1,0,,5,,,0,54,0,30.16,18,,9,9,1019,,30,9.0,8,48,1024,,0,11,15,0.0,20,,,,,,30.23,14.0,30.09,15.0,,,,210,53,13.5,88,,9,,87,57,48

62,20100622,45.6131,-66.2075,0,,0,66,0,8.8,NNE,26,24.1,,1,16,,,0.00,0,1018.60,,,3Or6HourObs,0,0,,3,,,0,84,0,30.08,16,,6,7,1016,,27,0.1,5,52,1020,,0,13,11,0.0,19,,,,,,30.14,0.2,29.99,15.0,,,,19,56,5.5,100,,11,,80,61,43

63,20110701,45.6131,-66.2075,0,,0,63,0,23.2,West,64,24.1,,0,16,,,0.00,2,1012.02,,,3Or6HourObs,0,0,,5,,,0,84,0,29.89,13,,13,10,1008,,21,10.0,8,55,1016,,0,14,17,0.0,18,,,,,,30.01,16.1,29.78,15.0,,,,271,58,14.5,100,,13,,69,61,55

64,20130624,45.672479980259,-66.11944580078101,0,,0,70,0,12.3,SW,60,24.1,,5,21,,,0.03,0,1010.05,,,Precip6GroupSynop,1,0,,4,,,1,84,0,29.83,20,,14,13,1007,,28,0.1,7,58,1014,,0,18,20,0.8,21,,,,,,29.94,0.2,29.74,15.0,,,,215,64,7.7,100,,14,,82,70,57

65,20160531,45.95058,-66.6115,0,,0,66,0,,Variable,24,,,2,16,,,0.00,0,1007.25,,,Precip24Synop,0,2,,5,,,0,65,1,29.75,16,,11,13,1005,,28,,8,51,1010,,0,13,20,0.0,19,,,,,,29.83,,29.69,,,,,-1,55,,96,,10,,83,61,51

66,20160602,45.95058,-66.6115,0,,0,56,0,,Variable,13,,,0,8,,,0.00,8,1025.25,,,Precip24Synop,0,0,,4,,,0,53,0,30.28,6,,-2,10,1022,,22,,6,42,1028,,0,5,17,0.0,14,,,,,,30.36,,30.19,,,,,-1,42,,86,,5,,71,47,29

67,20160629,45.95058,-66.6115,0,,0,68,0,,Variable,75,,,2,19,,,0.00,0,1013.87,,,Precip24Synop,0,9,,6,,,0,88,6,29.94,18,,16,13,1012,,23,,10,61,1016,,0,17,20,0.0,20,,,,,,30.01,,29.88,,,,,-1,64,,92,,16,,74,67,60

68,20170703,45.95102,-66.60994,0,,0,68,0,,Variable,37,,,4,15,,,0.00,0,1008.00,,,Precip24Synop,0,7,,7,,,0,56,5,29.77,18,,12,12,1006,,26,,11,58,1009,,0,14,18,0.0,20,,,,,,29.80,,29.71,,,,,-1,57,,87,,14,,79,59,54

69,20180706,45.672479980259,-66.11944580078101,0,,1,70,0,15.7,SW,45,24.1,,6,22,,,1.14,0,1008.42,,,Precip6GroupSynop,1,4,,10,,,0,79,2,29.78,20,,8,22,1005,,25,0.5,15,60,1014,,0,18,35,29.0,22,,,,,,29.96,0.8,29.69,15.0,,,,233,65,9.8,94,,16,,77,72,46

70,20160622,45.95058,-66.6115,0,,0,62,0,,Variable,23,,,0,13,,,0.00,4,1007.00,,,Precip24Synop,0,2,,3,,,0,54,1,29.74,12,,7,12,1005,,24,,5,48,1009,,0,10,18,0.0,16,,,,,,29.79,,29.68,,,,,-1,49,,91,,9,,76,55,44

71,20170626,45.95102,-66.60994,0,,0,62,0,,Variable,37,,,0,14,,,0.00,3,1010.57,,,Precip24Synop,0,6,,7,,,0,59,4,29.85,12,,9,14,1010,,22,,10,53,1012,,0,12,22,0.0,17,,,,,,29.90,,29.82,,,,,-1,53,,95,,12,,72,56,48

72,20020531,46.064848793817994,-60.213787175370996,0,,0,65,0,13.2,SSW,69,24.1,,0,17,,,0.00,0,1009.74,,,3Or6HourObs,1,11,,10,,,0,89,7,29.82,15,,13,20,1005,,23,0.8,16,57,1014,,0,15,32,0.0,18,,,,,,29.95,1.2,29.68,15.0,,,,202,59,8.2,100,,14,,73,63,55

73,20020606,46.064848793817994,-60.213787175370996,0,,0,52,0,12.8,SW,76,24.1,,0,14,,,0.00,12,1010.80,,,3Or6HourObs,1,0,,13,,,0,90,0,29.85,2,,7,24,1009,,15,1.5,22,46,1015,,0,10,39,0.0,12,,,,,,29.98,2.4,29.79,15.0,,,,236,51,8.0,100,,8,,59,57,45

74,20130717,44.662216683856,-63.527659416199,0,,0,64,0,,SE,51,,,0,17,,,0.00,1,,,,3Or6HourObs,0,0,,6,,,0,68,0,,14,,8,15,,,21,,9,58,,,0,12,24,0.0,18,,,,,,,,,,,,,143,54,,90,,14,,70,63,46

75,20130722,44.662216683856,-63.527659416199,0,,0,64,0,,SE,51,,,0,15,,,0.00,1,,,,3Or6HourObs,0,0,,4,,,0,74,0,,14,,11,14,,,21,,7,57,,,0,13,22,0.0,18,,,,,,,,,,,,,144,55,,94,,14,,71,59,51

76,20020612,46.064848793817994,-60.213787175370996,0,,0,45,0,13.0,ESE,71,24.1,,0,7,,,0.00,20,1014.91,,,3Or6HourObs,0,0,,4,,,1,85,0,29.97,0,,2,12,1013,,12,0.5,6,37,1016,,0,5,18,0.0,8,,,,,,30.00,0.8,29.92,15.0,,,,104,41,8.1,93,,3,,53,45,36

77,20020530,46.06066698685,-59.994433201384,0,,0,60,0,16.7,SSW,57,24.1,,0,15,,,0.00,4,1017.71,,,3Or6HourObs,1,11,,10,,,0,82,7,30.06,10,,7,17,1014,,23,0.8,17,48,1022,,0,12,28,0.0,16,,,,,,30.20,1.2,29.96,15.0,,,,206,54,10.4,100,,9,,73,59,45

78,20020606,46.06066698685,-59.994433201384,0,,0,52,0,12.8,SW,76,24.1,,0,14,,,0.00,12,1010.80,,,3Or6HourObs,1,0,,13,,,0,90,0,29.85,2,,7,24,1009,,15,1.5,22,46,1015,,0,10,39,0.0,12,,,,,,29.98,2.4,29.79,15.0,,,,236,51,8.0,100,,8,,59,57,45

79,20020606,46.06066698685,-59.994433201384,0,,0,52,0,12.8,SW,76,24.1,,0,14,,,0.00,12,1010.80,,,3Or6HourObs,1,0,,13,,,0,90,0,29.85,2,,7,24,1009,,15,1.5,22,46,1015,,0,10,39,0.0,12,,,,,,29.98,2.4,29.79,15.0,,,,236,51,8.0,100,,8,,59,57,45

80,20020607,46.06066698685,-59.994433201384,0,,0,48,0,23.9,NNW,51,24.1,,0,7,,,0.00,18,1020.96,,,3Or6HourObs,0,7,,7,,,0,70,5,30.15,0,,0,14,1015,,12,12.0,11,42,1025,,0,4,22,0.0,9,,,,,,30.27,19.3,29.99,15.0,,,,335,38,14.9,93,,6,,53,45,32

